rank,videoId,title,channelTitle,publishedAt,region,type,firstSeen,lastSeen,isTracking,url,viewHistory,hashtags,likeHistory,commentHistory,durationSeconds
8,dgtVaLAwsn4,Rajat Dalal talking about Carryminati 👀🔥||#ytshorts #rajatdalal #carryminati #trending,AJC podcast1,2025-09-13T09:44:13Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=dgtVaLAwsn4,"9,328,646","#ytshorts,#rajatdalal,#carryminati,#trending,#salmankhan,#salman,#carryislive,#rajat,#youtubeshorts,#shortvideo,#shorts,#short,#shortsfeed",0,995,61
9,uLNtgS0IG8Q,#funny#trending #foryou,Bong girl Priyanka 420,2025-09-13T06:00:45Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=uLNtgS0IG8Q,"8,917,287","#funny,#trending,#foryou",0,0,10
10,Z_r4NSOEz5s,भगवान सबका भला करो 😭🙏🏻#humanity #respect #helping #trending #viralvideo #youtubeshorts,help_by_god🫂,2025-09-12T04:15:02Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=Z_r4NSOEz5s,"8,298,846","#humanity,#respect,#helping,#trending,#viralvideo,#youtubeshorts",121474,459,52
11,S-3p4JJmfzk,Allah ki madad #trending #yt_shorts #india #shortvideos #viral #shortsfeed,Leader In Islam ,2025-09-14T04:54:18Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=S-3p4JJmfzk,"8,082,305","#trending,#yt_shorts,#india,#shortvideos,#viral,#shortsfeed",75182,23,20
12,6_0UOSZi3tY,"Shocking! Just cheese bait, mice drop into basket!? #cat #catandmouse #trending",Pet It Now,2025-09-13T06:30:02Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=6_0UOSZi3tY,"7,912,462","#cat,#catandmouse,#trending",27433,225,6
13,VQyNXemX6R4,Choti ne bacha liya bahen ko jaan🔥 #comedy #funny #entertainment #trending #virelshorts #anayavideo,K7 the fun,2025-09-12T00:40:00Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=VQyNXemX6R4,"7,615,178","#comedy,#funny,#entertainment,#trending,#virelshorts,#anayavideo",40830,7,21
14,qxGm14KEKYs,price 149sale shop sale market #shortvideo #video #trending #ytshorts #tiktokd‌,karan,2025-09-12T01:02:48Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=qxGm14KEKYs,"6,895,583","#shortvideo,#video,#trending,#ytshorts,#tiktokd",12852,8,9
15,gJpoFk6HXug,"Butta Bomma Hindi Dubbed Full Movie 2025 | Anikha Surendran Arjun Das, Surya Vashistta | South Movie",Aditya Movies,2025-09-12T13:30:07Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=gJpoFk6HXug,"6,730,925","#anikhasurendran,#arjundas,#suryavashistta,#gopisundar,#hindidubbedmovie,#southmovie,#southindianmovie,#hindimovie,#hindifilm,#southfilm,#adityamovies",193170,4979,6346
16,qsI3HKVvT-4,WOW 😲 Cool Opening Ceremony Performance circus show #performance #reels #india,RDX KHAN,2025-09-11T15:45:10Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=qsI3HKVvT-4,"6,484,509","#performance,#reels,#india",37237,64,13
17,3BUkUxS-dGo,birth blog #baby #cutebaby #newbornbaby #ytshorts #cute #trending #birthvlog #twins,Drkaran [MBBS],2025-09-13T15:15:00Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=3BUkUxS-dGo,"6,346,910","#shorts,#ytshorts,#trending,#mbbs,#birthvlog,#laboranddelivery,#newborn",6984,6,4
18,CDRAK9ucoC8,Dulhan ny Apny dulhy ko khabardar kar dia #shorts #viralvideo #trending #love #shortvideo #foryou,PullsUp,2025-09-13T15:56:37Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=CDRAK9ucoC8,"6,082,780","#shorts,#viralvideo,#trending,#love,#shortvideo,#foryou",17914,68,6
19,JdfH9ZbLQTY,Please गणपति बप्पा का इतना अपमान मत करो😭 #shorts #shortsfeed #ganeshchaturthi,One Minute Facts ,2025-09-13T01:00:23Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=JdfH9ZbLQTY,"5,845,594","#shorts,#shortsfeed,#ganeshchaturthi,#ganeshchaturthi2025,#ganeshvisarjan,#ganeshvisarjan2025,#ganpativisarjan,#ganpativisarjan2025,#viral,#trending",48842,120,15
20,RkazQEHfTaY,A Dance Teacher's Competitive Fire 🔥#funny #dance #fyp #trending #foryou #cute,ywddxwls,2025-09-13T02:25:05Z,IN,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=RkazQEHfTaY,"5,844,876","#funny,#dance,#fyp,#trending,#foryou,#cute",40481,52,21
1,0Qe1XMBHejU,Wait for last #shorts #viralshorts #trending #thimingalam #whatsappstatus,Thimingalam ,2025-09-13T12:30:02Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=0Qe1XMBHejU,"27,414,878","#shorts,#viralshorts,#trending,#thimingalam,#whatsappstatus",168384,18,26
2,jXISHUef8c8,Nepal 🇳🇵 Financial minister condition | Nepal news today #nepal #nepali #trending #love,Sunil Kushwah vlog,2025-09-12T11:17:58Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=jXISHUef8c8,"21,923,791","#nepal,#nepali,#trending,#love",162647,5220,12
3,AgdeHs8QyqU,Jai shree Krishna🙏#motivation #motivational#facts#radhakrishna#viral#shorts#video#trending#ytshorts,vansh ki dooniya,2025-09-11T17:44:48Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=AgdeHs8QyqU,"19,810,261","#motivation,#motivational,#facts,#radhakrishna,#viral,#shorts,#video,#trending,#ytshorts",72076,223,6
4,pVrHzTsdDSk,nepal protest army action mode | #nepal #india #army #armylover,Success with Bharat pareek,2025-09-11T17:02:46Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=pVrHzTsdDSk,"12,176,583","#nepal,#india,#army,#armylover",161397,963,13
5,IO6UPFJAqcA,"""7 in 1 best gujiya folding trick unlocked.""🤯😉🤪 #relatable #trending #shorts",Radhika Maroo,2025-09-12T08:31:00Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=IO6UPFJAqcA,"11,747,360","#relatable,#trending,#shorts,#radhikamaroo",157576,668,22
6,oylkAv_OXEE,Jai Jai Shri Radhe Krishna ji...🤣🤣🤣🤣#youtubeshorts #trending #funny #comedy #keshav soni family,Keshav Soni Family,2025-09-12T05:41:08Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=oylkAv_OXEE,"10,124,119","#youtubeshorts,#trending,#funny,#comedy,#keshav",12863,71,4
7,uLNtgS0IG8Q,#funny#trending #foryou,Bong girl Priyanka 420,2025-09-13T06:00:45Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=uLNtgS0IG8Q,"8,917,287","#funny,#trending,#foryou",0,0,10
8,Z_r4NSOEz5s,भगवान सबका भला करो 😭🙏🏻#humanity #respect #helping #trending #viralvideo #youtubeshorts,help_by_god🫂,2025-09-12T04:15:02Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=Z_r4NSOEz5s,"8,298,846","#humanity,#respect,#helping,#trending,#viralvideo,#youtubeshorts",121474,459,52
9,S-3p4JJmfzk,Allah ki madad #trending #yt_shorts #india #shortvideos #viral #shortsfeed,Leader In Islam ,2025-09-14T04:54:18Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=S-3p4JJmfzk,"8,084,460","#trending,#yt_shorts,#india,#shortvideos,#viral,#shortsfeed",75200,23,20
10,6_0UOSZi3tY,"Shocking! Just cheese bait, mice drop into basket!? #cat #catandmouse #trending",Pet It Now,2025-09-13T06:30:02Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=6_0UOSZi3tY,"7,912,462","#cat,#catandmouse,#trending",27434,225,6
11,VQyNXemX6R4,Choti ne bacha liya bahen ko jaan🔥 #comedy #funny #entertainment #trending #virelshorts #anayavideo,K7 the fun,2025-09-12T00:40:00Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=VQyNXemX6R4,"7,615,178","#comedy,#funny,#entertainment,#trending,#virelshorts,#anayavideo",40830,7,21
12,qxGm14KEKYs,price 149sale shop sale market #shortvideo #video #trending #ytshorts #tiktokd‌,karan,2025-09-12T01:02:48Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=qxGm14KEKYs,"6,895,583","#shortvideo,#video,#trending,#ytshorts,#tiktokd",12851,8,9
13,qsI3HKVvT-4,WOW 😲 Cool Opening Ceremony Performance circus show #performance #reels #india,RDX KHAN,2025-09-11T15:45:10Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=qsI3HKVvT-4,"6,484,719","#performance,#reels,#india",37237,64,13
14,3BUkUxS-dGo,birth blog #baby #cutebaby #newbornbaby #ytshorts #cute #trending #birthvlog #twins,Drkaran [MBBS],2025-09-13T15:15:00Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=3BUkUxS-dGo,"6,346,910","#shorts,#ytshorts,#trending,#mbbs,#birthvlog,#laboranddelivery,#newborn",6984,6,4
15,CDRAK9ucoC8,Dulhan ny Apny dulhy ko khabardar kar dia #shorts #viralvideo #trending #love #shortvideo #foryou,PullsUp,2025-09-13T15:56:37Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=CDRAK9ucoC8,"6,082,780","#shorts,#viralvideo,#trending,#love,#shortvideo,#foryou",17915,68,6
16,JdfH9ZbLQTY,Please गणपति बप्पा का इतना अपमान मत करो😭 #shorts #shortsfeed #ganeshchaturthi,One Minute Facts ,2025-09-13T01:00:23Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=JdfH9ZbLQTY,"5,845,594","#shorts,#shortsfeed,#ganeshchaturthi,#ganeshchaturthi2025,#ganeshvisarjan,#ganeshvisarjan2025,#ganpativisarjan,#ganpativisarjan2025,#viral,#trending",48842,120,15
17,RkazQEHfTaY,A Dance Teacher's Competitive Fire 🔥#funny #dance #fyp #trending #foryou #cute,ywddxwls,2025-09-13T02:25:05Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=RkazQEHfTaY,"5,844,876","#funny,#dance,#fyp,#trending,#foryou,#cute",40482,52,21
18,0h6hBFUf2rQ,लगा दे आग पानी में जवानी उसे कहते हैं #indian_idol #trending #viral #funny #youtube #shorts,Pujan Kumar Official ,2025-09-13T07:05:35Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=0h6hBFUf2rQ,"5,736,205","#indian_idol,#trending,#viral,#funny,#youtube,#shorts",31840,12,19
19,a5MPqDoZ9B8,wag-mona Yan ituloy #shorts #fyp #motorcycle #trending,Larry G Bonhoc TV,2025-09-13T08:27:28Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=a5MPqDoZ9B8,"5,638,820","#shorts,#fyp,#motorcycle,#trending",10883,60,9
20,8HLZ5RqKLLM,भारतीय वायु सेना में शामिल होगा गरुड़ हेलीकॉप्टर #indianairforce #military #india #army #russia,Ranbhumi Sena,2025-09-13T08:45:45Z,IN,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=8HLZ5RqKLLM,"5,305,664","#indianairforce,#military,#india,#army,#russia,#modi_news,#news,#bharat",0,2690,11
1,SNr9z_BNyNM,Gabby Gelembung Sabun #funny #fyp #viral #shorts,VOSSTONN,2025-09-13T15:35:59Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=SNr9z_BNyNM,"51,239,926","#funny,#fyp,#viral,#shorts",150629,42,6
2,tO8bhPHAWN0,The last moments of the greatest lion in history #viral #shorts #youtube #video,Animal sound edit,2025-09-12T12:49:14Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=tO8bhPHAWN0,"34,240,422","#viral,#shorts,#youtube,#video",721535,4428,21
3,FWsHhNxgBcc,How good those days were…😍❤️|| Gulshan kalra #shorts #friendship #funny #viral,Gulshan Kalra,2025-09-13T13:06:48Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=FWsHhNxgBcc,"17,833,722","#shorts,#friendship,#funny,#viral",188844,483,60
4,vBGH03-1gX0,"“YOU RENTS CYCLE, MOM RENTS YOU 🚲😭💔”#relatable #nostalgia #cycle #shorts #childhood #90s #viral",Akku Patil2,2025-09-13T03:30:02Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=vBGH03-1gX0,"12,130,596","#relatable,#nostalgia,#cycle,#shorts,#childhood,#90s,#viral",176232,133,60
5,KH9Cajuvlqg,Papa ne udas kar Diya ❤️🙏 #shorts #thebnbrothers #love #viral,The BN Brothers,2025-09-12T13:05:00Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=KH9Cajuvlqg,"11,468,833","#shorts,#thebnbrothers,#love,#viral",0,0,20
6,pdQnHX_FGHo,Tum Meri Photo Kyon Khinch Rahe Ho 🤑😡😰 #viral #movie #short,Gungun Shorts,2025-09-13T05:54:32Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=pdQnHX_FGHo,"9,489,885","#viral,#movie,#short",0,35,34
7,y_eUSQlsTUk,Bullet ki hawabazi 😂#shorts #viral,Aman Sharma,2025-09-14T05:43:10Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=y_eUSQlsTUk,"9,300,434","#shorts,#viral",218598,756,90
8,S-3p4JJmfzk,Allah ki madad #trending #yt_shorts #india #shortvideos #viral #shortsfeed,Leader In Islam ,2025-09-14T04:54:18Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=S-3p4JJmfzk,"8,084,460","#trending,#yt_shorts,#india,#shortvideos,#viral,#shortsfeed",75200,23,20
9,7wMg1pGERzg,Guess what she gifted them..😎|| @KpopDoll0_0 #asethetic #shorts #tranding #viral #bts,᯽KPOP DOLL᯽,2025-09-13T06:34:43Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=7wMg1pGERzg,"7,566,125","#youtubegivememyviewsbackplease,#edit,#eyeshape,#aestheticedits,#btsedits,#foryou,#fypviral,#aestheticvideo,#capcut,#shortsfeed,#recommended,#support,#ritzedits,#editzzz,#korean,#aestheic,#exam,#goviral,#blackpink,#audio,#bts,#kimtaehyung,#jungkook,#jimin,#suga,#jhope,#jin,#rm,#kpop,#edi,#fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,#trending,#mochii,#kdrama,#shortsviral,#squidgame,#insta,#kdramaedit,#shortvideos,#viral,#btsarmy,#btsclothing,#btsshorts,#btsv,#btsaesthetic,#kpopdance,#kpopfandom,#btsfanart,#btsfandom,#trendingvideo,#trendingshorts,#travel,#btsviralvideos,#btsfanfiction,#btsarmygirl,#aesthetic,#aestheticstatus,#bts_official_bighit,#viralvideos,#viralmusic,#trendingvideos,#btsfangirl,#btsviralshorts,#capcutedtingtutorial,#btsbighitofficial,#aesthetictext,#btsestheticedits,#btsaestheticvideos,#mycontent,#forncountries,#aroundtgewrold,#kpopedits,#btsforeverlife,#btstillend,#kpopmusic,#relateable,#smoothedits,#ameria,#unitedkingdom,#uae,#kimnamjoon,#kimseokjin,#minyoongi,#junghoseok,#parkjimin,#jeonjungkook,#wink,#youtube",0,751,9
10,jQKzHV3HKJE,Viral State Officer Pushed Army Colonel 🙏🏻🔥#indianarmy #shorts #armylife #viral #specialforces,Defence Duty ,2025-09-12T13:21:42Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=jQKzHV3HKJE,"6,954,407",,175870,1433,27
11,wWxFQtQ6cZw,चिंटू ने पापा का कोल्डड्रिंक चुराया 🥵 | #viral #facts #shortvideo #ai,SHORTCUT RIXX,2025-09-12T13:12:44Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=wWxFQtQ6cZw,"6,338,642","#viral,#facts,#shortvideo,#ai",23604,1,8
12,2aTgXM-Wleg,Grow a Garden School fr #shorts #viral,Bummkinn,2025-09-12T20:09:53Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=2aTgXM-Wleg,"6,034,787","#shorts,#viral",114393,2447,75
13,0h6hBFUf2rQ,लगा दे आग पानी में जवानी उसे कहते हैं #indian_idol #trending #viral #funny #youtube #shorts,Pujan Kumar Official ,2025-09-13T07:05:35Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=0h6hBFUf2rQ,"5,736,205","#indian_idol,#trending,#viral,#funny,#youtube,#shorts",31844,12,19
14,BAUTCSRPcNc,Papa got me a new bike 🏍️ 😂 || Harsh patel || #shorts #viral #trending #comedy #harshpatel,Harsh ,2025-09-12T06:31:00Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=BAUTCSRPcNc,"5,734,536","#shorts,#viral,#trending,#comedy,#harshpatel",56817,66,60
15,HuSao_H9mLA,MENTE MÁ (Remix) - Nakama | Dance Trend Viral Tiktok Dance,Nikoork_抖音,2025-09-14T11:46:00Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=HuSao_H9mLA,"5,438,895","#dance,#trend,#viral,#tiktok,#mentema,#remix,#foryou,#zhanghao,#zerobaseone",75793,1431,12
16,xR2kES7t3gw,❤️ Love Marriage p-76 🥰 #shorts #trending #viral #chandrupriya #love,ChandruPriya love life,2025-09-12T14:40:01Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=xR2kES7t3gw,"4,962,521","#shorts,#trending,#viral,#chandrupriya,#love,#emotional,#caring,#family,#happyending,#happymoments,#helps,#reallife,#realendtwist,#tomandjerryshorts,#tomandjerry,#youtubepagepromotion,#entertainment,#success,#motivation,#understanding,#learning,#nature,#humanity",28065,20,29
17,MVyLo7WKnak,सबसे🤬💀ज्यादा ताकत मेरे मे है 😡#mkstudioofficial #hearttouching #story #sad #Viral #shorts,Mk Studio Official,2025-09-11T14:50:36Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=MVyLo7WKnak,"4,638,000","#mkstudioofficial,#race,#emotional,#sad,#shorts,#hearttouching",42109,48,47
18,yP7DW0GOsas,JOGO COMPLETO: BOTAFOGO X VASCO | QUARTAS DE FINAL COPA DO BRASIL | ge tv,ge tv,2025-09-12T03:41:52Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=yP7DW0GOsas,"4,578,541","#botafogo,#vasco,#copadobrasil,#copadobrasilnagetv,#aovivo,#futebol,#getv",153073,107,15959
19,SzD5QsOTJ6g,Kisko Daya ki Yaad Aayi?🤣#tmkoc #ytshorts #youtubeshorts #viral #funny #comedy #viral #garba #fun,Chhote & Aandu,2025-09-12T06:18:46Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=SzD5QsOTJ6g,"4,552,259","#tmkoc,#ytshorts,#youtubeshorts,#viral,#funny,#comedy,#garba,#fun",56369,186,18
20,3s44ZnZ5s54,कांग्रेस के समय..!#modi #bjp #congress #rjd #aap #shorts #trending #viral #youtubeshorts #memes,Yuwa Satyagrah,2025-09-13T03:25:12Z,BR,videos,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=3s44ZnZ5s54,"4,080,591","#modi,#bjp,#congress,#rjd,#aap,#shorts,#trending,#viral,#youtubeshorts,#memes",18265,107,6
1,SNr9z_BNyNM,Gabby Gelembung Sabun #funny #fyp #viral #shorts,VOSSTONN,2025-09-13T15:35:59Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=SNr9z_BNyNM,"51,239,926","#funny,#fyp,#viral,#shorts",150642,42,6
2,tO8bhPHAWN0,The last moments of the greatest lion in history #viral #shorts #youtube #video,Animal sound edit,2025-09-12T12:49:14Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=tO8bhPHAWN0,"34,240,422","#viral,#shorts,#youtube,#video",721584,4429,21
3,FWsHhNxgBcc,How good those days were…😍❤️|| Gulshan kalra #shorts #friendship #funny #viral,Gulshan Kalra,2025-09-13T13:06:48Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=FWsHhNxgBcc,"17,834,158","#shorts,#friendship,#funny,#viral",188868,483,60
4,vBGH03-1gX0,"“YOU RENTS CYCLE, MOM RENTS YOU 🚲😭💔”#relatable #nostalgia #cycle #shorts #childhood #90s #viral",Akku Patil2,2025-09-13T03:30:02Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=vBGH03-1gX0,"12,130,596","#relatable,#nostalgia,#cycle,#shorts,#childhood,#90s,#viral",176232,133,60
5,KH9Cajuvlqg,Papa ne udas kar Diya ❤️🙏 #shorts #thebnbrothers #love #viral,The BN Brothers,2025-09-12T13:05:00Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=KH9Cajuvlqg,"11,468,833","#shorts,#thebnbrothers,#love,#viral",0,0,20
6,pdQnHX_FGHo,Tum Meri Photo Kyon Khinch Rahe Ho 🤑😡😰 #viral #movie #short,Gungun Shorts,2025-09-13T05:54:32Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=pdQnHX_FGHo,"9,489,885","#viral,#movie,#short",0,35,34
7,S-3p4JJmfzk,Allah ki madad #trending #yt_shorts #india #shortvideos #viral #shortsfeed,Leader In Islam ,2025-09-14T04:54:18Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=S-3p4JJmfzk,"8,084,460","#trending,#yt_shorts,#india,#shortvideos,#viral,#shortsfeed",75212,23,20
8,7wMg1pGERzg,Guess what she gifted them..😎|| @KpopDoll0_0 #asethetic #shorts #tranding #viral #bts,᯽KPOP DOLL᯽,2025-09-13T06:34:43Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=7wMg1pGERzg,"7,566,125","#youtubegivememyviewsbackplease,#edit,#eyeshape,#aestheticedits,#btsedits,#foryou,#fypviral,#aestheticvideo,#capcut,#shortsfeed,#recommended,#support,#ritzedits,#editzzz,#korean,#aestheic,#exam,#goviral,#blackpink,#audio,#bts,#kimtaehyung,#jungkook,#jimin,#suga,#jhope,#jin,#rm,#kpop,#edi,#fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,#trending,#mochii,#kdrama,#shortsviral,#squidgame,#insta,#kdramaedit,#shortvideos,#viral,#btsarmy,#btsclothing,#btsshorts,#btsv,#btsaesthetic,#kpopdance,#kpopfandom,#btsfanart,#btsfandom,#trendingvideo,#trendingshorts,#travel,#btsviralvideos,#btsfanfiction,#btsarmygirl,#aesthetic,#aestheticstatus,#bts_official_bighit,#viralvideos,#viralmusic,#trendingvideos,#btsfangirl,#btsviralshorts,#capcutedtingtutorial,#btsbighitofficial,#aesthetictext,#btsestheticedits,#btsaestheticvideos,#mycontent,#forncountries,#aroundtgewrold,#kpopedits,#btsforeverlife,#btstillend,#kpopmusic,#relateable,#smoothedits,#ameria,#unitedkingdom,#uae,#kimnamjoon,#kimseokjin,#minyoongi,#junghoseok,#parkjimin,#jeonjungkook,#wink,#youtube",0,751,9
9,jQKzHV3HKJE,Viral State Officer Pushed Army Colonel 🙏🏻🔥#indianarmy #shorts #armylife #viral #specialforces,Defence Duty ,2025-09-12T13:21:42Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=jQKzHV3HKJE,"6,954,407",,175881,1433,27
10,wWxFQtQ6cZw,चिंटू ने पापा का कोल्डड्रिंक चुराया 🥵 | #viral #facts #shortvideo #ai,SHORTCUT RIXX,2025-09-12T13:12:44Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=wWxFQtQ6cZw,"6,338,642","#viral,#facts,#shortvideo,#ai",23604,1,8
11,0h6hBFUf2rQ,लगा दे आग पानी में जवानी उसे कहते हैं #indian_idol #trending #viral #funny #youtube #shorts,Pujan Kumar Official ,2025-09-13T07:05:35Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=0h6hBFUf2rQ,"5,736,205","#indian_idol,#trending,#viral,#funny,#youtube,#shorts",31848,12,19
12,BAUTCSRPcNc,Papa got me a new bike 🏍️ 😂 || Harsh patel || #shorts #viral #trending #comedy #harshpatel,Harsh ,2025-09-12T06:31:00Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=BAUTCSRPcNc,"5,734,536","#shorts,#viral,#trending,#comedy,#harshpatel",56816,66,60
13,HuSao_H9mLA,MENTE MÁ (Remix) - Nakama | Dance Trend Viral Tiktok Dance,Nikoork_抖音,2025-09-14T11:46:00Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=HuSao_H9mLA,"5,438,923","#dance,#trend,#viral,#tiktok,#mentema,#remix,#foryou,#zhanghao,#zerobaseone",75793,1431,12
14,xR2kES7t3gw,❤️ Love Marriage p-76 🥰 #shorts #trending #viral #chandrupriya #love,ChandruPriya love life,2025-09-12T14:40:01Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=xR2kES7t3gw,"4,962,672","#shorts,#trending,#viral,#chandrupriya,#love,#emotional,#caring,#family,#happyending,#happymoments,#helps,#reallife,#realendtwist,#tomandjerryshorts,#tomandjerry,#youtubepagepromotion,#entertainment,#success,#motivation,#understanding,#learning,#nature,#humanity",28067,20,29
15,MVyLo7WKnak,सबसे🤬💀ज्यादा ताकत मेरे मे है 😡#mkstudioofficial #hearttouching #story #sad #Viral #shorts,Mk Studio Official,2025-09-11T14:50:36Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=MVyLo7WKnak,"4,638,000","#mkstudioofficial,#race,#emotional,#sad,#shorts,#hearttouching",42109,48,47
16,SzD5QsOTJ6g,Kisko Daya ki Yaad Aayi?🤣#tmkoc #ytshorts #youtubeshorts #viral #funny #comedy #viral #garba #fun,Chhote & Aandu,2025-09-12T06:18:46Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=SzD5QsOTJ6g,"4,552,556","#tmkoc,#ytshorts,#youtubeshorts,#viral,#funny,#comedy,#garba,#fun",56370,186,18
17,3s44ZnZ5s54,कांग्रेस के समय..!#modi #bjp #congress #rjd #aap #shorts #trending #viral #youtubeshorts #memes,Yuwa Satyagrah,2025-09-13T03:25:12Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=3s44ZnZ5s54,"4,081,958","#modi,#bjp,#congress,#rjd,#aap,#shorts,#trending,#viral,#youtubeshorts,#memes",18265,107,6
18,l9jubUk5ois,viral #viral #trending #freebusservice #funny #100million,R K Life ,2025-09-13T11:01:26Z,BR,shorts,2025-09-16,2025-09-16,TRUE,https://www.youtube.com/watch?v=l9jubUk5ois,"4,020,727","#viral,#trending,#freebusservice,#funny,#100million",0,0,9
